Category,Message,cleaned_email
ham,men like shorter ladies gaze eyes,men like shorter ladies gaze eyes
ham,dunno jus say go lido time 930,dunno jus say go lido time
ham,promise take good care princess run please send pics get chance ttyl,promise take good care princess run please send pics get chance ttyl
spam,u subscribed best mobile content service uk 3 per 10 days send stop 82324 helpline 08706091795,u subscribed best mobile content service uk per days send stop helpline
ham,reason weve spoken year anyways great week best exam,reason weve spoken year anyways great week best exam
ham,monday next week give full gist,monday next week give full gist
spam,realize 40 years well thousands old ladies running around tattoos,realize years well thousands old ladies running around tattoos
spam,important customer service announcement premier,important customer service announcement premier
ham,dont gim lip caveboy,dont gim lip caveboy
ham,get library,get library
ham,realy sorryi dont recognise number confused r u please,realy sorryi dont recognise number confused r u please
ham,didnt holla,didnt holla
ham,cant think anyone spare room top head,cant think anyone spare room top head
ham,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas,faith makes things possiblehope makes things worklove makes things beautifulmay three christmasmerry christmas
ham,u made appointment,u made appointment
ham,call youcarlos isare phones vibrate acting might hear texts,call youcarlos isare phones vibrate acting might hear texts
spam,romantic paris 2 nights 2 flights 79 book 4 next year call 08704439680tscs apply,romantic paris nights flights book next year call tscs apply
ham,grandmas oh dear u still ill felt shit morning think hungover another night leave sat,grandmas oh dear u still ill felt shit morning think hungover another night leave sat
spam,urgent ur 500 guaranteed award still unclaimed call 09066368327 closingdate040902 claimcode m39m51 150pmmorefrommobile2bremovedmobypobox734ls27yf,urgent ur guaranteed award still unclaimed call closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf
ham,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
ham,wishing family merry x mas happy new year advance,wishing family merry x mas happy new year advance
spam,ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 150perwksub,ur awarded city break could win summer shopping spree every wk txt store skilgme tscswinawkage perwksub
ham,im nt goin got somethin unless meetin 4 dinner lor haha wonder go tis time,im nt goin got somethin unless meetin dinner lor haha wonder go tis time
ham,sorry ill call later,sorry ill call later
ham,cant pick phone right pls send message,cant pick phone right pls send message
ham,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get,lol know theyre dramatic schools already closed tomorrow apparently cant drive inch snow supposed get
ham,getting anywhere damn job hunting,getting anywhere damn job hunting
ham,lol u drunkard hair moment yeah still 4 tonight wats plan,lol u drunkard hair moment yeah still tonight wats plan
ham,idc get weaseling way shit twice row,idc get weaseling way shit twice row
ham,wil ltgt minutes got space,wil ltgt minutes got space
ham,sleepingand surfing,sleepingand surfing
ham,thanks picking trash,thanks picking trash
ham,dont go tell friend youre sure want live smokes much spend hours begging come smoke,dont go tell friend youre sure want live smokes much spend hours begging come smoke
ham,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
ham,happy new year dear brother really miss got number decided send text wishing happiness abiola,happy new year dear brother really miss got number decided send text wishing happiness abiola
ham,means get door,means get door
ham,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
ham,hmmm thought said 2 hours slave 3 late punish,hmmm thought said hours slave late punish
ham,beerage,beerage
spam,important customer service announcement premier call freephone 0800 542 0578,important customer service announcement premier call freephone
ham,dont think turns like randomlly within 5min opening,dont think turns like randomlly within min opening
ham,supposed couldnt make shes still town though,supposed couldnt make shes still town though
ham,time fixes spelling sometimes gets completely diff word go figure,time fixes spelling sometimes gets completely diff word go figure
spam,ever thought living good life perfect partner txt back name age join mobile community 100psms,ever thought living good life perfect partner txt back name age join mobile community psms
spam,5 free top polyphonic tones call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 3 per pole unsub 08718727870,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub
ham,gud mrng dear hav nice day,gud mrng dear hav nice day
ham,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola,hoping enjoyed game yesterday sorry ive touch pls know fondly bein thot great week abiola
ham,e best 4 ur driving tmr,e best ur driving tmr
ham,ywhere u dogbreath sounding like jan c thats al,ywhere u dogbreath sounding like jan c thats al
ham,omg want scream weighed lost weight woohoo,omg want scream weighed lost weight woohoo
ham,generally isnt one uncountable noun u dictionary pieces research,generally isnt one uncountable noun u dictionary pieces research
ham,really getting hanging around,really getting hanging around
spam,orange customer may claim free camera phone upgrade loyalty call 0207 153 9996 offer ends 14thmarch tcs apply optout availa,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch tcs apply optout availa
ham,petey boy whereare friendsare thekingshead come canlove nic,petey boy whereare friendsare thekingshead come canlove nic
ham,ok msg u b4 leave house,ok msg u b leave house
ham,gim ltgt minutes ago,gim ltgt minutes ago
spam,last chance claim ur 150 worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz 300 sub 16,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz sub
ham,appt lttimegt fault u dont listen told u twice,appt lttimegt fault u dont listen told u twice
spam,free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone
spam,guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx,guaranteed award even cashto claim ur award call free stop getstop php rg jx
ham,k ill 4,k ill
ham,dled 3d imp,dled imp
ham,sure make sure knows aint smokin yet,sure make sure knows aint smokin yet
ham,boooo always work quit,boooo always work quit
ham,taking half day leave bec well,taking half day leave bec well
ham,ugh dont wan na get bed warm,ugh dont wan na get bed warm
ham,ssnervous ltgt,ssnervous ltgt
ham,theres ring comes guys costumes gift future yowifes hint hint,theres ring comes guys costumes gift future yowifes hint hint
spam,congratulations ur awarded either 500 cd gift vouchers free entry 2 100 weekly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs wwwldewcomwinppmxage
ham,borrow ur bag ok,borrow ur bag ok
spam,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sms acsmsrewards 2 end bid notifications reply end,u outbid simonwatson shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end
ham,wheres boytoy miss happened,wheres boytoy miss happened
ham,lots used ones babe model doesnt help youi bring hell match,lots used ones babe model doesnt help youi bring hell match
ham,also bringing galileo dobby,also bringing galileo dobby
ham,responding,responding
ham,boo babe u enjoyin yourjob u seemed 2 b gettin well hunnyhope ure oktake care illspeak 2u soonlots loveme xxxx,boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx
ham,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss
ham,road cant txt,road cant txt
spam,smsservices yourinclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,smsservices yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
spam,25p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
